0,0,0,2,1,3,2,2,0,0,0,1,0,0,3,0,0,0,0,1,2,0,2,2,0,2,2,0,1,0,2,0,2,0,1,2,2,1,0,1,0,2,2,0,0,2,1,0,1,3,0,0,0,0,1,1,0,0,2,0,0,2,0,1,0,0,2,1,1,0,0,1,1,0,0,2,1,1,0,2,0,0,0,0,2,1,0,1,0,1,2,1,0,1,0,0,1,0,0,1,2,0,1,2,1,2,0,0,0,1,1,1,2,3,0,0,0,0,1,0,1,1,0,2,1,0,0,0,1,0
1,0,0,1,1,1,0,1,2,1,0,1,1,1,3,1,1,0,2,0,2,2,2,1,0,1,0,1,1,1,2,0,1,0,1,0,0,0,2,1,2,2,2,1,2,3,0,2,0,0,2,2,2,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2,1,2,2,2,0,0,2,1,1,0,1,1,1,0,0,1,1,2,1,0,2,1,0,2,2,2,1,1,1,0,1,1,0,1,1,2,1,1,0,1,2,0,2,1,0,1,1,2,0,1,0,2,2,0,1,0
0,0,0,2,2,1,2,1,0,0,0,1,1,3,2,0,0,0,1,1,0,1,3,1,1,0,1,0,3,2,2,3,2,1,1,2,2,3,2,1,1,3,3,0,2,2,1,1,0,2,1,0,0,1,2,1,0,0,1,0,1,0,2,2,1,2,0,1,0,1,0,2,2,3,0,2,2,0,1,3,3,1,0,0,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,0,2,1,0,1,2,1,0,0,1,0,1,1,1,0,0,2,2,2,2,2,3,1,1,0,0,2,1,2,0
1,0,1,1,0,1,0,1,2,0,0,0,1,0,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3,2,2,2,2,1,1,3,0,2,0,0,2,2,2,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1,2,2,1,1,1,1,2,0,0,1,0,0,0,0,1,2,2,1,0,2,1,0,2,1,1,1,1,1,0,1,1,1,0,0,1,2,1,0,1,1,0,2,1,0,1,1,2,0,1,1,1,1,0,1,0
0,0,1,2,1,1,2,1,0,0,0,0,0,2,2,0,0,0,0,1,1,1,3,0,1,0,1,0,1,2,1,1,2,0,1,2,1,1,2,1,1,3,3,0,1,1,1,1,0,1,1,0,0,1,1,2,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,2,2,3,0,3,2,2,1,2,1,1,0,1,0,2,0,1,1,1,2,1,1,1,2,1,1,2,1,1,0,1,1,0,1,2,2,0,0,1,1,1,1,1,0,0,2,2,1,1,2,2,1,2,0,0,1,1,2,0
2,0,0,1,1,1,0,0,1,0,0,0,1,1,3,1,2,0,1,1,0,2,2,1,0,0,1,1,0,2,1,0,1,0,1,1,0,1,3,2,3,2,2,1,0,2,0,2,0,0,2,1,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,3,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,1,0,1,0,1,1,0,1,2,1,2,1,0,0,2,0,1,1,0,1,1,2,0,1,3,2,1,0,1,0
1,0,1,1,1,1,2,0,0,0,0,1,0,3,3,0,0,1,2,1,1,2,3,1,1,1,2,0,1,2,1,1,2,1,1,2,1,3,2,1,2,3,3,0,0,1,1,1,1,1,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,2,2,3,0,2,1,1,0,3,1,0,0,1,0,2,1,0,1,2,2,1,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,2,3,2,1,0,0,0,1,2,0
2,0,0,0,1,0,0,1,1,2,2,0,1,0,2,1,1,0,1,0,0,2,2,3,1,1,0,0,0,1,2,0,1,0,1,1,1,0,2,1,2,1,2,1,2,2,0,2,0,0,2,2,0,1,1,1,0,0,0,2,0,1,0,0,0,1,0,0,2,1,1,1,2,2,1,2,2,0,1,1,0,1,1,0,3,1,0,1,0,0,0,1,2,1,1,1,0,2,0,2,1,0,1,0,2,2,1,0,0,2,0,0,0,0,1,2,1,1,0,2,1,1,0,1,1,2,1,0,1,0
2,0,1,2,2,1,2,2,0,1,0,2,0,2,3,0,0,0,0,1,1,2,3,3,2,1,1,0,2,1,2,3,2,1,1,2,2,2,2,1,2,3,3,0,1,1,1,1,2,1,1,0,0,2,1,2,0,0,1,0,1,0,3,1,0,3,1,0,0,0,1,2,3,3,0,3,2,1,1,3,2,1,0,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,0,2,0,1,1,2,2,3,2,0,3,1,2,0,2,2,0,2,1,3,1,2,2,2,0,2,0,1,1,1,2,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,1,3,1,0,0,0,0,2,1,0,1,0,2,0,0,0,2,1,2,2,2,0,1,1,0,2,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,2,1,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,2,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,1,1,0,1,1
0,0,0,0,1,0,2,1,0,0,0,1,0,1,2,0,0,0,1,0,0,2,2,2,1,0,0,0,1,1,1,2,3,0,2,1,1,1,2,0,1,3,3,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,2,1,1,0,1,0,2,2,2,0,2,1,1,1,2,1,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,1,1,0,2,0,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,1,3,1,1,0,2,0,2,1,0,1,1,2,0
0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,1,2,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,2,2,2,0,1,1,0,1,1,1,0,3,1,0,1,1,0,0,0,1,1,2,1,1,2,1,1,0,2,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,2,0,0,0,1,0,0,0,2,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0
1,0,0,1,1,1,0,1,1,0,1,0,0,1,2,1,1,0,2,2,0,2,3,1,2,0,1,0,2,0,3,0,2,1,0,1,0,0,0,0,1,2,0,1,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,2,1,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,1,1,1,2,1,1,0,1,1,0,0,2,0,0,0,1,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
1,1,1,1,1,3,0,2,1,1,1,0,1,2,3,1,0,0,2,1,1,2,3,2,0,1,2,0,1,0,2,0,1,1,2,1,1,0,1,0,1,2,1,0,1,3,1,2,1,3,1,2,1,2,3,2,0,1,1,1,0,1,2,1,0,2,1,1,0,0,2,2,1,2,0,2,2,2,1,2,1,2,0,0,2,1,0,2,1,1,3,1,1,2,0,0,0,0,1,1,0,3,1,1,1,2,0,1,1,2,2,0,1,3,2,1,0,1,1,0,1,1,1,1,1,2,2,1,0,0
1,0,3,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1
1,1,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,2,2,1,0,1,2,1,0,0,0,0,2,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,1,1,0,0,0,0
0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0
0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,2,1,0,1,0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,1,0,0,1,0,1,1,0
0,0,2,0,3,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,2,3,0,0,2,0,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1
0,3,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,2,3,2,1,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,0,0,0,2,2,0
0,2,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,2,1,4,1,0,0,2,2,1,2,1,0,3,0,1,1,0,2,0,1,2,0,0,0,2,1,1,4,3,3,1,1,2,0,1,1,0,0,3,0,0,0,1,2,1,2,4,4,2,0,1,3,1,2,0,2,1,3,1,2,0,3,2,0,0,2,0,0,4,0,0,3,1,0,2,0,3,3,3,0,0,3,1,0,0,1,0,0,0,0,3,0,1,3,0,1,0,0,1,1,0,4,0,1,0,1,3,3,0,1,2,3,0,0,0,0,0,1,0,1,1,0,4,0,2,3,2
24,17,21,25,27,43,24,30,15,13,13,11,14,26,48,18,16,10,22,15,17,36,54,42,14,18,20,11,27,27,53,25,36,12,28,35,19,21,30,12,24,56,39,14,16,40,19,28,19,44,39,29,10,19,39,24,6,3,28,13,9,21,16,12,15,27,11,12,9,13,15,30,29,31,19,45,26,35,12,38,22,29,10,5,36,24,7,17,10,22,28,20,17,23,18,14,20,19,23,28,19,21,23,11,30,31,25,4,13,32,31,13,14,35,23,8,17,19,16,28,32,33,11,28,23,38,17,15,29,8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,3,1,2,1,2,1,2,1,2,2,2,1,0,2,2,1,2,2,3,2,3,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,3,2,2,1,2,2,1,2,1,3,1
0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0
1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1
